Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT,Motivo_Scarto,target_month
EMSR469_4_48QYD_x787885_y1826525,2020-08-11T22:44:20.991349Z,2020-09-16T22:44:22.658804Z,2020-10-10T22:44:23.367170Z,2020-11-03T22:44:23.200391Z,16.491546649398497,107.70851352173156,EPSG:32648,2020-08-10T03:05:51.024000Z,2020-09-22T03:15:41.024000Z,2020-10-09T03:06:31.024000Z,2020-11-01T03:19:01.024000Z,16.491546649398497,107.70851352173156,48QYD,EPSG:32648,< 2015,4
EMSR469_8_49PBS_x257615_y1671265,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.094339790141616,108.7567842057512,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.094339790141616,108.7567842057512,49PBS,EPSG:32649,< 2015,2
EMSR469_4_48QYD_x793005_y1823965,2020-08-11T22:44:20.991349Z,2020-09-16T22:44:22.658804Z,2020-10-10T22:44:23.367170Z,2020-11-03T22:44:23.200391Z,16.46780479988538,107.7561046828435,EPSG:32648,2020-08-10T03:05:51.024000Z,2020-09-22T03:15:41.024000Z,2020-10-09T03:06:31.024000Z,2020-11-01T03:19:01.024000Z,16.46780479988538,107.7561046828435,48QYD,EPSG:32648,< 2015,10
EMSR469_4_48QYD_x790445_y1829085,2020-08-11T22:44:20.991349Z,2020-09-16T22:44:22.658804Z,2020-10-10T22:44:23.367170Z,2020-11-03T22:44:23.200391Z,16.514350729775156,107.73279781970788,EPSG:32648,2020-08-10T03:05:51.024000Z,2020-09-22T03:15:41.024000Z,2020-10-09T03:06:31.024000Z,2020-11-01T03:19:01.024000Z,16.514350729775156,107.73279781970788,48QYD,EPSG:32648,< 2015,5
EMSR469_8_49PBS_x257615_y1673825,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.11746727726929,108.75654117575824,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.11746727726929,108.75654117575824,49PBS,EPSG:32649,< 2015,7
EMSR469_8_49PBS_x257615_y1678945,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.163722098306431,108.75605386708196,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.163722098306431,108.75605386708196,49PBS,EPSG:32649,< 2015,10
EMSR469_8_49PBS_x260175_y1676385,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.140830133493465,108.78010750192963,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.140830133493465,108.78010750192963,49PBS,EPSG:32649,< 2015,5
EMSR469_8_49PBS_x260175_y1678945,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.163957894759,108.77986622202128,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.163957894759,108.77986622202128,49PBS,EPSG:32649,< 2015,5
EMSR469_8_49PBS_x262735_y1673825,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.117934862263564,108.8041559757424,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.117934862263564,108.8041559757424,49PBS,EPSG:32649,< 2015,1
EMSR469_8_49PBS_x265295_y1668705,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.07190764243413,108.82843420213638,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.07190764243413,108.82843420213638,49PBS,EPSG:32649,< 2015,3
EMSR469_8_49PBS_x262735_y1678945,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.164191180361508,108.80367898913627,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.164191180361508,108.80367898913627,49PBS,EPSG:32649,< 2015,2
EMSR469_8_49PBS_x265295_y1673825,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.118164900307852,108.82796398895846,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.118164900307852,108.82796398895846,49PBS,EPSG:32649,< 2015,12
EMSR469_8_49PBS_x265295_y1678945,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.164421954917971,108.82749216401643,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.164421954917971,108.82749216401643,49PBS,EPSG:32649,< 2015,7
EMSR469_8_49PBS_x267855_y1676385,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.141521352085688,108.85153927305224,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.141521352085688,108.85153927305224,49PBS,EPSG:32649,< 2015,12
EMSR469_9_49PCR_x300945_y1527435,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.798184246969718,109.17041039894316,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.798184246969718,109.17041039894316,49PCR,EPSG:32649,< 2015,12
EMSR469_9_49PCR_x300945_y1524875,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.775048200824436,109.1705905882569,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.775048200824436,109.1705905882569,49PCR,EPSG:32649,< 2015,8
EMSR469_8_49PBS_x270415_y1668705,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,15.072358760270433,108.87604114367709,EPSG:32649,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-29T03:08:41.024000Z,15.072358760270433,108.87604114367709,49PBS,EPSG:32649,< 2015,8
EMSR469_9_49PCR_x303505_y1522315,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.752086624348442,109.19443901589491,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.752086624348442,109.19443901589491,49PCR,EPSG:32649,< 2015,6
EMSR469_9_49PCR_x308625_y1522315,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.752428845185175,109.241777134585,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.752428845185175,109.241777134585,49PCR,EPSG:32649,< 2015,11
EMSR469_9_49PCR_x306065_y1524875,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.77539556726518,109.21793270458596,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.77539556726518,109.21793270458596,49PCR,EPSG:32649,< 2015,8
EMSR469_9_49PCR_x308625_y1524875,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.775565839502187,109.24160424992542,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.775565839502187,109.24160424992542,49PCR,EPSG:32649,< 2015,6
EMSR469_9_49PCR_x306065_y1527435,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.79853221912722,109.21775717217938,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.79853221912722,109.21775717217938,49PCR,EPSG:32649,< 2015,8
EMSR469_9_49PCR_x308625_y1527435,2020-08-26T10:56:02.903327Z,2020-09-23T22:36:46.084491Z,2020-10-11T22:36:02.322455Z,2020-11-04T22:35:54.144562Z,13.798702788275367,109.24143104620089,EPSG:32649,2020-08-15T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-09T03:06:31.024000Z,2020-10-19T03:07:41.024000Z,13.798702788275367,109.24143104620089,49PCR,EPSG:32649,< 2015,5
EMSR470_1_30PZR_x199755_y1070645,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.663211078584144,0.2757947333968271,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.663211078584144,0.2757947333968271,30PZR,EPSG:32630,< 2015,8
EMSR470_1_30PZR_x197195_y1068085,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.639897761682988,0.2526740324920039,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.639897761682988,0.2526740324920039,30PZR,EPSG:32630,< 2015,12
EMSR470_1_30PZR_x202315_y1091125,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.8484233850127,0.2976119681983379,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.8484233850127,0.2976119681983379,30PZR,EPSG:32630,< 2015,9
EMSR470_1_30PZR_x202315_y1073205,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.686523685623753,0.2989186104025407,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.686523685623753,0.2989186104025407,30PZR,EPSG:32630,< 2015,8
EMSR470_1_30PZR_x202315_y1070645,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.663395018071974,0.2991034205637349,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.663395018071974,0.2991034205637349,30PZR,EPSG:32630,< 2015,11
EMSR470_1_30PZR_x204875_y1068085,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.640448234949206,0.322595331600803,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.640448234949206,0.322595331600803,30PZR,EPSG:32630,< 2015,4
EMSR470_1_30PZR_x204875_y1091125,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.848609306645349,0.3209339519197982,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.848609306645349,0.3209339519197982,30PZR,EPSG:32630,< 2015,8
EMSR470_1_30PZR_x207435_y1068085,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.640628581571304,0.3459033539212819,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.640628581571304,0.3459033539212819,30PZR,EPSG:32630,< 2015,11
EMSR470_1_30PZR_x207435_y1070645,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.66375816882346,0.3457221792833027,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.66375816882346,0.3457221792833027,30PZR,EPSG:32630,< 2015,1
EMSR470_1_30PZR_x207435_y1073205,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.686887721665524,0.345540549819241,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.686887721665524,0.345540549819241,30PZR,EPSG:32630,< 2015,12
EMSR470_1_30PZR_x204875_y1088565,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.825480438046691,0.3211203877590724,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.825480438046691,0.3211203877590724,30PZR,EPSG:32630,< 2015,3
EMSR470_1_30PZR_x209995_y1088565,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.825846581971408,0.3677624945077339,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.825846581971408,0.3677624945077339,30PZR,EPSG:32630,< 2015,10
EMSR470_1_30PZR_x209995_y1078325,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.733327245583116,0.3684907730770444,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.733327245583116,0.3684907730770444,30PZR,EPSG:32630,< 2015,7
EMSR470_1_30PZR_x215115_y1068085,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.641160185970882,0.4158301330099156,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.641160185970882,0.4158301330099156,30PZR,EPSG:32630,< 2015,7
EMSR470_1_30PZR_x212555_y1091125,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.849157429397428,0.3909026473543838,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.849157429397428,0.3909026473543838,30PZR,EPSG:32630,< 2015,5
EMSR470_1_30PZR_x212555_y1086005,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.802897033630142,0.391265360197145,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.802897033630142,0.391265360197145,30PZR,EPSG:32630,< 2015,12
EMSR470_1_30PZR_x209995_y1086005,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.802716800042775,0.3679452416229078,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.802716800042775,0.3679452416229078,30PZR,EPSG:32630,< 2015,8
EMSR470_1_30PZR_x217675_y1068085,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.641334241798283,0.4391399501445533,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.641334241798283,0.4391399501445533,30PZR,EPSG:32630,< 2015,9
EMSR470_1_30PZR_x217675_y1075765,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.710728073654575,0.4386141512039447,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.710728073654575,0.4386141512039447,30PZR,EPSG:32630,< 2015,3
EMSR470_1_30PZR_x215115_y1088565,2020-08-09T18:10:22.540174Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-26T18:11:09.379778Z,9.82620631238416,0.4144064088644948,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-23T10:20:29.024000Z,2020-11-09T10:12:39.024000Z,9.82620631238416,0.4144064088644948,30PZR,EPSG:32630,< 2015,1
EMSR470_1_31PBM_x203455_y1109235,2020-08-21T18:10:23.084112Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-20T18:10:52.249720Z,10.01212230161237,0.3066590334619287,EPSG:32631,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,10.01212230161237,0.3066590334619287,31PBM,EPSG:32631,< 2015,2
EMSR470_1_31PBM_x203455_y1114355,2020-08-21T18:10:23.084112Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-20T18:10:52.249720Z,10.058378938261267,0.3062764293675769,EPSG:32631,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,10.058378938261267,0.3062764293675769,31PBM,EPSG:32631,< 2015,1
EMSR470_1_30PZT_x248825_y1198895,2020-08-15T18:11:32.269329Z,2020-09-14T18:10:51.908235Z,2020-10-20T05:44:42.543308Z,2020-10-20T18:10:52.249720Z,10.82548601425486,0.7143586018718597,EPSG:32631,2020-08-09T10:20:31.024000Z,2020-09-13T10:16:29.024000Z,2020-10-23T10:20:29.024000Z,2020-11-07T10:22:31.024000Z,10.82548601425486,0.7143586018718597,30PZT,EPSG:32630,< 2015,10
EMSR470_1_31PBM_x206015_y1109235,2020-08-21T18:10:23.084112Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-20T18:10:52.249720Z,10.012310645131365,0.3299927844676179,EPSG:32631,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,10.012310645131365,0.3299927844676179,31PBM,EPSG:32631,< 2015,6
EMSR470_1_31PBM_x206015_y1127155,2020-08-21T18:10:23.084112Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-20T18:10:52.249720Z,10.174211351800391,0.3286571904870511,EPSG:32631,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,10.174211351800391,0.3286571904870511,31PBM,EPSG:32631,< 2015,4
EMSR470_1_31PBM_x206015_y1111795,2020-08-21T18:10:23.084112Z,2020-09-20T18:11:33.895327Z,2020-10-20T05:45:05.717770Z,2020-10-20T18:10:52.249720Z,10.035439425096838,0.329803364705505,EPSG:32631,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,10.035439425096838,0.329803364705505,31PBM,EPSG:32631,< 2015,4
EMSR445_2_34TGR_x702775_y5003215,2020-05-14T16:16:45.692513Z,2020-06-13T16:17:31.196184Z,2020-07-01T16:16:48.429894Z,2020-07-31T16:17:34.072567Z,45.14144131993561,23.595361005080147,EPSG:32634,2020-05-16T09:30:41.024000Z,2020-06-20T09:30:39.024000Z,2020-06-27T09:20:29.024000Z,2020-07-02T09:20:31.025000Z,45.14144131993561,23.595361005080147,34TGR,EPSG:32634,< 2015,5
EMSR445_2_34TGR_x705335_y5018575,2020-05-14T16:16:45.692513Z,2020-06-13T16:17:31.196184Z,2020-07-01T16:16:48.429894Z,2020-07-31T16:17:34.072567Z,45.27881551156092,23.63426047451743,EPSG:32634,2020-05-16T09:30:41.024000Z,2020-06-20T09:30:39.024000Z,2020-06-27T09:20:29.024000Z,2020-07-02T09:20:31.025000Z,45.27881551156092,23.63426047451743,34TGR,EPSG:32634,< 2015,5
EMSR446_1_36NVG_x416265_y180665,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.622856557272215,32.25867822283891,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.622856557272215,32.25867822283891,36NVG,EPSG:32636,< 2015,8
EMSR446_1_36NVG_x416265_y183225,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.6460155394583609,32.258669729485455,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.6460155394583609,32.258669729485455,36NVG,EPSG:32636,< 2015,4
EMSR446_1_36NVG_x431625_y175545,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.5765834358823227,32.396773610637815,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.5765834358823227,32.396773610637815,36NVG,EPSG:32636,< 2015,9
EMSR446_1_36NVG_x429065_y175545,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.5765765991167495,32.37376021659275,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.5765765991167495,32.37376021659275,36NVG,EPSG:32636,< 2015,9
EMSR446_1_36NVG_x439305_y170425,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.5302825331903802,32.465825999586194,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.5302825331903802,32.465825999586194,36NVG,EPSG:32636,< 2015,11
EMSR446_1_36NVG_x446985_y165305,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.4839783269950917,32.53487586072361,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.4839783269950917,32.53487586072361,36NVG,EPSG:32636,< 2015,6
EMSR446_1_36NVG_x444425_y162745,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.4608132140780237,32.51186795973243,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.4608132140780237,32.51186795973243,36NVG,EPSG:32636,< 2015,1
EMSR446_1_36NVG_x446985_y162745,2020-06-13T16:05:17.317586Z,2020-07-08T03:35:46.447967Z,2020-08-19T03:36:29.511111Z,2020-09-24T03:36:31.177810Z,1.4608181257847044,32.53488066114272,EPSG:32636,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,1.4608181257847044,32.53488066114272,36NVG,EPSG:32636,< 2015,8
EMSR446_2_36NVF_x429955_y14615,2020-05-25T16:13:08.030052Z,2020-07-07T16:05:18.568412Z,2020-07-31T16:05:20.193652Z,2020-08-24T16:05:21.538369Z,0.1206840948558264,32.381992074434606,EPSG:32636,2020-05-14T07:56:09.024000Z,2020-07-03T07:56:09.024000Z,2020-07-28T07:56:11.024000Z,2020-09-01T07:56:09.024000Z,0.1206840948558264,32.381992074434606,36NVF,EPSG:32636,< 2015,4
