Nome_Serie,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,ID_1_OPT,ID_2_OPT,ID_3_OPT,ID_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR427_2_33VVE_x415325_y6408565_S2L2A,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-03-27T10:16:29.024000Z,2019-01-02,NaN,2019-02-19,2019-03-23,COPERNICUS/S2_SR_HARMONIZED/20190102T102429_20190102T102425_T33VVE,NaN,COPERNICUS/S2_SR_HARMONIZED/20190219T103051_20190219T103053_T33VVE,COPERNICUS/S2_SR_HARMONIZED/20190323T102029_20190323T102023_T33VVE,57.79983717452482,13.596812850918177,N/A,EPSG:32633
EMSR314_2_32NKP_x274495_y871335_S2L2A,2018-08-01T09:50:31.025000Z,2018-09-05T09:50:19.024000Z,2018-09-20T09:50:21.024000Z,2018-10-20T09:50:31.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.866282191856372,6.966301231590523,N/A,EPSG:32632
EMSR793_2_37LFC_x641555_y8287685_S2L2A,2025-02-10T07:21:01.025000Z,2025-02-10T07:21:01.025000Z,2025-03-14T07:34:31.024000Z,2025-04-10T07:32:41.024000Z,2024-02-16,2024-02-16,2024-03-12,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240216T072001_20240216T074227_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240216T072001_20240216T074227_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240312T071659_20240312T073412_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,-15.495634096259577,40.33157232059583,N/A,EPSG:32737
EMSR184_1_55HEC_x607125_y6273635_S2L2A,2016-08-21T00:12:12.026000Z,2016-08-21T00:12:12.026000Z,2016-09-30T00:12:12.026000Z,2016-10-20T00:12:12.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.683161036078346,148.16946725749457,N/A,EPSG:32755
EMSR264_8_39KTU_x278055_y7876735_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-22T07:02:19.027000Z,2018-01-06T07:02:31.026000Z,2018-01-31T07:02:29.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.202286480026533,48.90119153045984,N/A,EPSG:32739
EMSR186_20_17SPT_x646705_y3756335_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.9255933372889,-79.3990539281354,N/A,EPSG:32617
EMSR424_3_38KPG_x670935_y8186955_S2L2A,2019-12-05T07:11:59.024000Z,2020-01-14T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2020-03-09T07:12:01.024000Z,NaN,2019-01-04,2019-02-13,2019-03-05,NaN,COPERNICUS/S2_SR_HARMONIZED/20190104T071201_20190104T071325_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190213T071201_20190213T071338_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190305T071201_20190305T071202_T38KPG,-16.404099335036758,46.61266732886428,N/A,EPSG:32738
EMSR328_2_13QDF_x433505_y2503705_S2L2A,2018-08-24T17:28:49.024000Z,2018-10-18T17:33:21.024000Z,2018-10-28T17:34:31.024000Z,2018-11-02T17:34:59.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.627553597331033,-105.63467026191346,N/A,EPSG:32613
EMSR397_1_31TCG_x320635_y4606585_S2L2A,2019-09-08T10:50:29.024000Z,2019-10-05T10:40:29.024000Z,2019-10-25T10:40:29.024000Z,2019-11-29T10:44:11.024000Z,2018-09-08,2018-09-28,NaN,2018-12-02,COPERNICUS/S2_SR_HARMONIZED/20180908T105021_20180908T105708_T31TCG,COPERNICUS/S2_SR_HARMONIZED/20180928T105021_20180928T105515_T31TCG,NaN,COPERNICUS/S2_SR_HARMONIZED/20181202T105419_20181202T105516_T31TCG,41.579641536720565,0.8636747153509424,N/A,EPSG:32631
EMSR311_3_17SQT_x708485_y3767615_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-29T15:49:01.024000Z,2018-09-18T15:49:11.024000Z,2018-10-13T15:52:09.024000Z,2017-08-12,NaN,2017-09-08,2017-10-03,COPERNICUS/S2_SR_HARMONIZED/20170812T155859_20170812T161233_T17SQT,NaN,COPERNICUS/S2_SR_HARMONIZED/20170908T154859_20170908T155147_T17SQT,COPERNICUS/S2_SR_HARMONIZED/20171003T155051_20171003T155835_T17SQT,34.01674840374573,-78.72836619544685,N/A,EPSG:32617
EMSR203_3_15SVA_x460445_y4061345_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,36.685497296179456,-93.42846866990483,N/A,EPSG:32615
EMSR472_3_48QYD_x804045_y1810835_S2L2A,2020-08-30T03:05:51.024000Z,2020-09-14T03:05:49.024000Z,2020-10-19T03:07:41.024000Z,2020-11-21T03:20:41.024000Z,NaN,2019-09-15,2019-10-23,2019-11-14,NaN,COPERNICUS/S2_SR_HARMONIZED/20190915T030541_20190915T030726_T48QZD,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QYD,COPERNICUS/S2_SR_HARMONIZED/20191114T031001_20191114T031600_T48QYD,16.347871455822627,107.85767695910963,N/A,EPSG:32648
EMSR229_4_14RPS_x603325_y3191445_S2L2A,2017-07-21T16:58:59.027000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,2016-07-11,2016-07-31,2016-09-02,2016-09-09,COPERNICUS/S2_SR_HARMONIZED/20160711T170312_20160711T171110_T14RNS,COPERNICUS/S2_SR_HARMONIZED/20160731T170312_20160731T171106_T14RNS,COPERNICUS/S2_SR_HARMONIZED/20160902T171302_20160902T172223_T14RNS,COPERNICUS/S2_SR_HARMONIZED/20160909T170302_20160909T171107_T14RNS,28.834934053336077,-97.92781003823761,N/A,EPSG:32614
EMSR416_1_30TXP_x659095_y4809155_S2L2A,2019-10-13T10:50:31.024000Z,2019-12-05T11:04:31.024000Z,2019-12-15T11:04:41.024000Z,2020-01-19T11:02:59.024000Z,NaN,2018-11-25,2018-12-20,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20181125T110359_20181125T110515_T30TXP,COPERNICUS/S2_SR_HARMONIZED/20181220T110441_20181220T110444_T30TXP,NaN,43.40665599701452,-1.0193822788548006,N/A,EPSG:32630
EMSR347_6_36LXH_x696575_y8294115_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-25T07:36:09.024000Z,2018-01-19,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20180119T074229_20180119T075845_T36LXH,NaN,NaN,NaN,-15.433849346459352,34.84383295874718,N/A,EPSG:32736
EMSR385_5_17RQK_x726385_y2940535_S2L2A,2019-07-17T15:55:39.024000Z,2019-08-29T16:05:19.024000Z,2019-09-08T16:05:19.024000Z,2019-10-03T16:05:11.024000Z,NaN,2018-08-29,2018-08-29,2018-10-03,NaN,COPERNICUS/S2_SR_HARMONIZED/20180829T160511_20180829T160509_T17RQK,COPERNICUS/S2_SR_HARMONIZED/20180829T160511_20180829T160509_T17RQK,COPERNICUS/S2_SR_HARMONIZED/20181003T160509_20181003T160506_T17RQK,26.55572709385421,-78.71467172697203,N/A,EPSG:32617
EMSR482_5_16PFC_x639585_y1748605_S2L2A,2020-09-28T16:09:49.024000Z,2020-11-12T16:15:31.024000Z,2020-11-22T16:16:11.024000Z,2020-12-14T16:06:49.024000Z,2019-10-06,2019-11-20,2019-11-20,2019-12-10,COPERNICUS/S2_SR_HARMONIZED/20191006T160131_20191006T161005_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191120T160549_20191120T161552_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191120T160549_20191120T161552_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191210T160639_20191210T160735_T16PFC,15.800696584023509,-85.68484259045965,N/A,EPSG:32616
EMSR165_1_31UDP_x469125_y5359145_S2L2A,2016-05-01T10:50:32.029000Z,2016-05-04T10:56:22.027000Z,2016-06-10T10:50:32.026000Z,2016-07-10T10:50:32.026000Z,NaN,NaN,NaN,2015-07-06,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20150706T105016_20150706T105351_T31UDP,48.37330450888226,2.600300781116379,N/A,EPSG:32631
EMSR664_7_32TQQ_x275815_y4922255_S2L2A,2023-03-21T10:00:31.024000Z,2023-04-10T10:00:31.024000Z,2023-05-23T10:06:01.024000Z,2023-05-25T09:55:59.024000Z,2022-03-14,2022-04-05,2022-05-13,2022-05-15,COPERNICUS/S2_SR_HARMONIZED/20220314T101019_20220314T101022_T32TQQ,COPERNICUS/S2_SR_HARMONIZED/20220405T100031_20220405T100408_T32TQQ,COPERNICUS/S2_SR_HARMONIZED/20220513T100559_20220513T101621_T32TQQ,COPERNICUS/S2_SR_HARMONIZED/20220515T100031_20220515T100031_T32TQQ,44.40779789119779,12.200454280016393,N/A,EPSG:32632
EMSR251_2_32VMK_x473345_y6492055_S2L2A,2017-08-21T10:40:21.026000Z,2017-10-10T10:40:21.026000Z,2017-10-23T10:51:11.026000Z,2017-11-02T10:52:11.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.55674998136039,8.563832778769822,N/A,EPSG:32632
EMSR429_6_29UMU_x480725_y5899685_S2L2A,2020-01-06T11:44:51.024000Z,2020-02-03T11:53:59.024000Z,2020-02-25T11:43:41.024000Z,2020-03-04T11:53:59.024000Z,2019-01-01,2019-02-10,NaN,2019-03-07,COPERNICUS/S2_SR_HARMONIZED/20190101T114501_20190101T114540_T29UMU,COPERNICUS/S2_SR_HARMONIZED/20190210T114351_20190210T114346_T29UMU,NaN,COPERNICUS/S2_SR_HARMONIZED/20190307T114349_20190307T114346_T29UMV,53.23466924864974,-9.269679643043911,N/A,EPSG:32629
EMSR357_5_45QTB_x278035_y2133125_S2L2A,2019-03-09T04:46:51.024000Z,2019-04-03T04:46:59.024000Z,2019-05-08T04:47:01.024000Z,2019-05-18T04:47:01.024000Z,2018-03-09,2018-03-24,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20180309T044649_20180309T050051_T45QTB,COPERNICUS/S2_SR_HARMONIZED/20180324T044701_20180324T045327_T45QTB,NaN,NaN,19.268303517300318,84.90016198570783,N/A,EPSG:32645
EMSR479_1_15QVA_x459425_y2036255_S2L2A,2020-09-17T16:38:39.024000Z,2020-10-12T16:42:31.024000Z,2020-11-08T16:35:11.024000Z,2020-11-11T16:45:31.024000Z,NaN,2019-10-03,2019-11-12,2019-11-12,NaN,COPERNICUS/S2_SR_HARMONIZED/20191003T164129_20191003T165242_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191112T164529_20191112T165426_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191112T164529_20191112T165426_T15QVA,18.40450830985511,-93.3720913557279,N/A,EPSG:32615
EMSR229_5_15RUP_x396585_y3302975_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-28T16:48:59.027000Z,2017-09-06T16:48:49.027000Z,2017-10-01T16:53:11.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.841577000498827,-94.05731380272022,N/A,EPSG:32615
EMSR472_1_48QYD_x703025_y1878975_S2L2A,2020-08-28T03:15:39.024000Z,2020-09-22T03:15:41.024000Z,2020-10-17T03:17:29.024000Z,2020-11-21T03:20:41.024000Z,NaN,NaN,2019-10-23,2019-11-17,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXD,COPERNICUS/S2_SR_HARMONIZED/20191117T032021_20191117T032621_T48QXD,16.97420108321195,106.91877087760524,N/A,EPSG:32648
EMSR229_3_14RNR_x553105_y3058505_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,2016-07-11,NaN,2016-08-23,2016-09-09,COPERNICUS/S2_SR_HARMONIZED/20160711T170312_20160711T171110_T14RNR,NaN,COPERNICUS/S2_SR_HARMONIZED/20160823T172552_20160823T172552_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160909T170302_20160909T171107_T14RNR,27.638052528692114,-98.4487580330725,N/A,EPSG:32614
EMSR279_2_30TXN_x621455_y4757985_S2L2A,2018-01-29T11:03:09.027000Z,2018-03-30T10:56:19.027000Z,2018-04-19T10:56:19.027000Z,2018-04-24T10:56:51.024000Z,NaN,NaN,2017-04-09,2017-04-19,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30TXN,COPERNICUS/S2_SR_HARMONIZED/20170419T105621_20170419T110601_T30TXN,42.95314667182221,-1.4954200992353175,N/A,EPSG:32630
EMSR352_1_39RTQ_x864245_y3440995_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-11T07:26:19.024000Z,NaN,2018-03-02,2018-04-13,2018-04-13,NaN,COPERNICUS/S2_SR_HARMONIZED/20180302T072821_20180302T073721_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,31.034430174075137,48.828827391460486,N/A,EPSG:32639
EMSR645_5_38LPH_x646915_y8265455_S2L2A,2022-12-09T07:12:09.024000Z,2023-01-03T07:12:11.024000Z,2023-01-28T07:12:09.024000Z,2023-02-17T07:12:09.024000Z,2021-12-04,2021-12-24,2022-02-02,2022-02-12,COPERNICUS/S2_SR_HARMONIZED/20211204T071159_20211204T071156_T38LPH,COPERNICUS/S2_SR_HARMONIZED/20211224T071159_20211224T071156_T38LPH,COPERNICUS/S2_SR_HARMONIZED/20220202T071159_20220202T071155_T38LPH,COPERNICUS/S2_SR_HARMONIZED/20220212T071159_20220212T071307_T38LPH,-15.696244609562582,46.38287692753968,N/A,EPSG:32738
EMSR793_1_37LFD_x636435_y8325325_S2L2A,2025-01-16T07:21:39.024000Z,2025-02-10T07:21:01.025000Z,2025-03-12T07:17:31.025000Z,2025-04-11T07:16:41.025000Z,2024-01-07,2024-02-16,2024-03-07,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240107T072301_20240107T074346_T37LFD,COPERNICUS/S2_SR_HARMONIZED/20240216T072001_20240216T074227_T37LFD,COPERNICUS/S2_SR_HARMONIZED/20240307T071741_20240307T074231_T37LFD,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFD,-15.15570009818919,40.28177359310785,N/A,EPSG:32737
EMSR186_5_17RNL_x545705_y3051185_S2L2A,2016-07-20T16:05:12.026000Z,2016-08-22T15:59:02.026000Z,2016-10-08T16:05:12.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,2015-11-13,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20151113T160052_20151113T160054_T17RNL,27.57224909030655,-80.52405407675705,N/A,EPSG:32617
EMSR758_3_35TNL_x554015_y5049825_S2L2A,2024-07-28T09:06:01.024000Z,2024-08-24T08:55:51.024000Z,2024-09-21T09:05:59.024000Z,2024-10-21T09:09:29.024000Z,2023-07-21,2023-08-23,2023-09-12,2023-10-12,COPERNICUS/S2_SR_HARMONIZED/20230721T085601_20230721T085910_T35TNL,COPERNICUS/S2_SR_HARMONIZED/20230823T090601_20230823T091022_T35TNL,COPERNICUS/S2_SR_HARMONIZED/20230912T090601_20230912T091011_T35TNL,COPERNICUS/S2_SR_HARMONIZED/20231012T090911_20231012T091329_T35TNL,45.588293180287124,27.708804716168885,N/A,EPSG:32635
EMSR203_3_15SVA_x506525_y4058785_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,36.663157988584146,-92.91271948216803,N/A,EPSG:32615
EMSR427_4_33VUE_x694575_y6443165_S2L2A,2020-01-03T10:43:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-02-27T10:40:21.024000Z,2019-01-05,2019-01-20,2019-02-27,2019-02-27,COPERNICUS/S2_SR_HARMONIZED/20190105T103429_20190105T103425_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190120T103341_20190120T103339_T33VUE,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T32VPK,58.07509052682233,12.321131658562473,N/A,EPSG:32633
EMSR264_7_39KUA_x309915_y8013615_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-07T07:02:31.026000Z,2018-01-06T07:02:31.026000Z,2018-02-10T07:02:29.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-17.968978736319546,49.21700822852265,N/A,EPSG:32739
EMSR793_2_37LFC_x649235_y8285125_S2L2A,2025-02-10T07:21:01.025000Z,2025-02-10T07:21:01.025000Z,2025-03-14T07:34:31.024000Z,2025-04-10T07:32:41.024000Z,2024-02-16,2024-02-16,2024-03-07,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240216T072001_20240216T074227_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240216T072001_20240216T074227_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240307T071741_20240307T074231_T37LFC,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,-15.518328962737554,40.403312502452195,N/A,EPSG:32737
EMSR471_5_33UXQ_x649705_y5408415_S2L2A,2020-09-09T09:50:31.024000Z,2020-09-22T10:00:31.024000Z,2020-10-17T10:00:29.024000Z,2020-10-22T10:00:51.024000Z,2019-09-05,2019-09-13,2019-10-15,2019-10-15,COPERNICUS/S2_SR_HARMONIZED/20190905T095031_20190905T095319_T33UXQ,COPERNICUS/S2_SR_HARMONIZED/20190913T100029_20190913T100548_T33UXQ,COPERNICUS/S2_SR_HARMONIZED/20191015T095031_20191015T095354_T33UXQ,COPERNICUS/S2_SR_HARMONIZED/20191015T095031_20191015T095354_T33UXQ,48.79890537838121,17.055982897779046,N/A,EPSG:32633
EMSR264_5_38LPH_x657935_y8223505_S2L2A,2017-10-21T07:12:11.026000Z,2017-12-15T07:12:09.027000Z,2018-01-14T07:12:09.027000Z,2018-02-08T07:12:11.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.0746908255731,46.48847266654793,N/A,EPSG:32738
EMSR326_2_30SUG_x330415_y4113675_S2L2A,2018-09-01T10:56:21.024000Z,2018-09-29T11:08:29.024000Z,2018-10-24T11:11:21.024000Z,2018-10-29T11:11:49.024000Z,2017-08-22,2017-09-19,2017-10-16,2017-10-24,COPERNICUS/S2_SR_HARMONIZED/20170822T105649_20170822T110527_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20170919T110721_20170919T111808_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20171016T110031_20171016T110313_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20171024T111109_20171024T111311_T30SUG,37.142846394618616,-4.895088962026228,N/A,EPSG:32630
EMSR203_4_15SVA_x416135_y4019495_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVA,36.3054430390913,-93.91991580536703,N/A,EPSG:32615
EMSR324_2_31TDH_x466845_y4775875_S2L2A,2018-09-03T10:50:19.025000Z,2018-09-20T10:40:19.024000Z,2018-10-20T10:40:49.024000Z,2018-10-25T10:41:21.024000Z,2017-09-08,2017-09-20,2017-10-10,2017-10-23,COPERNICUS/S2_SR_HARMONIZED/20170908T105019_20170908T105359_T31TDH,COPERNICUS/S2_SR_HARMONIZED/20170920T104021_20170920T104622_T31TDH,COPERNICUS/S2_SR_HARMONIZED/20171010T104021_20171010T104021_T31TDH,COPERNICUS/S2_SR_HARMONIZED/20171023T105111_20171023T105154_T31TDH,43.12346450881019,2.608089032198861,N/A,EPSG:32631
EMSR712_8_32UND_x579275_y5798355_S2L2A,2023-11-17T10:22:19.024000Z,2023-11-17T10:22:19.024000Z,2023-12-27T10:23:39.024000Z,2024-01-09T10:33:29.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.31813036551819,10.18175006924817,N/A,EPSG:32632
EMSR265_6_31UDQ_x494195_y5411235_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-26T10:53:19.027000Z,2018-02-25T10:50:19.027000Z,NaN,NaN,2017-01-26,2017-02-15,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170126T105321_20170126T105612_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170215T105121_20170215T105607_T31UDQ,48.84259597203668,2.9382604399045684,N/A,EPSG:32631
EMSR472_1_48QXE_x672825_y1904175_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,2019-09-08,2019-09-08,2019-10-23,2019-10-23,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,17.20437387807795,106.63721353659749,N/A,EPSG:32648
EMSR274_6_39KTV_x297825_y7921885_S2L2A,2018-02-15T07:02:31.026000Z,2018-03-07T07:02:21.026000Z,2018-03-17T07:02:21.026000Z,2018-04-16T07:02:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-18.79651853209425,49.09379543727175,N/A,EPSG:32739
EMSR326_2_30SUG_x376495_y4113675_S2L2A,2018-09-01T10:56:21.024000Z,2018-09-29T11:08:29.024000Z,2018-10-24T11:11:21.024000Z,2018-10-29T11:11:49.024000Z,2017-08-22,2017-09-26,2017-10-16,2017-10-26,COPERNICUS/S2_SR_HARMONIZED/20170822T105649_20170822T110527_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20170926T105811_20170926T110656_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20171016T110031_20171016T110313_T30SUG,COPERNICUS/S2_SR_HARMONIZED/20171026T110131_20171026T110717_T30SUG,37.150006354099766,-4.376412700237888,N/A,EPSG:32630
EMSR265_26_31UDQ_x413195_y5424965_S2L2A,2017-11-30T11:04:09.027000Z,2018-01-14T11:04:11.026000Z,2018-01-31T10:52:51.026000Z,2018-02-25T10:50:19.027000Z,2016-11-30,2017-01-19,2017-01-26,2017-02-15,COPERNICUS/S2_SR_HARMONIZED/20161130T110422_20161130T110418_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170126T105321_20170126T105612_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170215T105121_20170215T105607_T31UDQ,48.960206687762465,1.8315586946092457,N/A,EPSG:32631
EMSR706_1_31UDS_x461845_y5637115_S2L2A,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,NaN,2022-11-24,2022-11-29,COPERNICUS/S2_SR_HARMONIZED/20220828T104631_20220828T104633_T31UDS,NaN,COPERNICUS/S2_SR_HARMONIZED/20221124T110309_20221124T110304_T31UDS,COPERNICUS/S2_SR_HARMONIZED/20221129T110411_20221129T110414_T31UDS,50.87306269051014,2.475843689186222,N/A,EPSG:32631
EMSR424_1_38LQJ_x726715_y8301335_S2L2A,2019-12-12T07:02:19.024000Z,2020-01-24T07:11:59.024000Z,2020-02-03T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2018-12-20,2019-01-19,NaN,2019-02-13,COPERNICUS/S2_SR_HARMONIZED/20181220T071159_20181220T071202_T38LQJ,COPERNICUS/S2_SR_HARMONIZED/20190119T071209_20190119T071207_T38LQJ,NaN,COPERNICUS/S2_SR_HARMONIZED/20190213T071201_20190213T071338_T38LQJ,-15.366108451245097,47.12392640090377,N/A,EPSG:32738
EMSR280_2_33VVH_x456665_y6726005_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-22T10:20:31.026000Z,2018-05-30T10:30:19.025000Z,2017-03-11,NaN,NaN,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170311T103011_20170311T103014_T33VVH,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T33VVH,60.656105786844826,14.230638494994633,N/A,EPSG:32633
EMSR347_6_36LXH_x678655_y8281315_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-25T07:36:09.024000Z,2018-01-19,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20180119T074229_20180119T075845_T36LXH,NaN,NaN,NaN,-15.550846662392653,34.67781724807158,N/A,EPSG:32736
EMSR200_6_55KET_x563715_y7793745_S2L2A,2017-02-03T00:30:31.026000Z,2017-03-12T00:21:01.026000Z,2017-04-01T00:21:01.026000Z,2017-04-11T00:21:01.026000Z,NaN,NaN,2016-03-27,2016-04-19,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160327T001722_20160327T001902_T55KET,COPERNICUS/S2_SR_HARMONIZED/20160419T003032_20160419T003034_T55KET,-19.963206297412945,147.6211346738325,N/A,EPSG:32755
EMSR314_2_32NKP_x271935_y863655_S2L2A,2018-08-01T09:50:31.025000Z,2018-09-05T09:50:19.024000Z,2018-09-20T09:50:21.024000Z,2018-10-20T09:50:31.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.796743711659347,6.943433641924801,N/A,EPSG:32632
EMSR779_1_33PVM_x465075_y1160695_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-08-26,2023-10-25,2023-11-14,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230826T092031_20230826T093152_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231025T092041_20231025T093608_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231114T092231_20231114T093605_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVM,10.488318997040743,14.692493038800198,N/A,EPSG:32633
