Nome_Serie,Data_1,Data_2,Data_3,Data_4,BBox_1,BBox_2,BBox_3,BBox_4,Lat_Centro,Lon_Centro,EPSG
EMSR243_1_19QGA_x756175_y1995935_S1RTC,2017-07-30T22:36:36.253300Z,2017-09-02T10:22:55.096845Z,2017-09-20T10:22:17.197545Z,2017-10-20T10:22:56.243145Z,"[577880.0, 1918290.0, 859110.0, 2135280.0]","[513230.0, 1889040.0, 792130.0, 2101840.0]","[507960.0, 1865810.0, 787610.0, 2079000.0]","[513240.0, 1889050.0, 792140.0, 2101850.0]",18.025156639373638,-66.56832383805501,EPSG:32619
EMSR482_8_16PFB_x612815_y1598395_S1RTC,2020-10-01T11:38:10.626938Z,2020-11-06T11:38:10.731557Z,2020-11-30T11:38:10.045350Z,2020-12-12T11:38:09.693413Z,"[391340.0, 1541780.0, 671090.0, 1756430.0]","[391280.0, 1541780.0, 671050.0, 1756440.0]","[391350.0, 1541780.0, 671090.0, 1756430.0]","[391310.0, 1541790.0, 671070.0, 1756440.0]",14.444232350236412,-85.94150895652892,EPSG:32616
EMSR397_1_31TCG_x328315_y4611705_S1RTC,2019-09-10T06:09:35.461486Z,2019-10-05T17:55:19.323742Z,2019-10-29T17:55:19.291292Z,2019-11-28T06:01:34.735327Z,"[543310.0, 4575340.0, 824050.0, 4781040.0]","[123430.0, 4514280.0, 406370.0, 4718440.0]","[123580.0, 4514270.0, 406560.0, 4718420.0]","[195500.0, 4485520.0, 488220.0, 4702830.0]",41.62740398161199,0.954288684821787,EPSG:32630
EMSR264_16_38KMD_x496435_y7818405_S1RTC,2017-11-18T02:27:55.703581Z,2017-12-12T02:27:54.934084Z,2018-01-11T02:27:03.804252Z,2018-01-29T02:27:53.150028Z,"[408150.0, 7687490.0, 697320.0, 7916320.0]","[408140.0, 7687500.0, 697300.0, 7916340.0]","[421240.0, 7741440.0, 711540.0, 7970200.0]","[408170.0, 7687500.0, 697310.0, 7916340.0]",-19.74144343875208,44.97814363334998,EPSG:32738
EMSR779_1_33PVM_x490675_y1168375_S1RTC,2024-09-24T04:48:06.231270Z,2024-10-30T04:48:06.792731Z,2024-11-23T04:48:05.473448Z,2024-12-29T04:48:02.775320Z,"[395700.0, 1082790.0, 675230.0, 1298790.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[395853.56121499266, 1298951.8783755964, 675343.5612149927, 1082961.8783755964]","[395684.7595838943, 1298947.7430902612, 675164.7595838943, 1082967.7430902612]",10.557919198010794,14.926419120485916,EPSG:32633
EMSR502_5_29UNT_x541345_y5740575_S1RTC,2021-01-03T06:47:59.280245Z,2021-02-02T06:47:27.441830Z,2021-02-26T06:47:26.954816Z,2021-03-25T18:22:20.731245Z,"[398730.0, 5701110.0, 687520.0, 5911320.0]","[385430.0, 5626090.0, 675810.0, 5837020.0]","[385300.0, 5626090.0, 675660.0, 5837010.0]","[372550.0, 5701300.0, 655330.0, 5912760.0]",51.80292486430152,-8.381882438248164,EPSG:32629
EMSR184_4_55HCC_x357455_y6274005_S1RTC,2016-08-03T19:32:02.396534Z,2016-09-08T19:32:03.733594Z,2016-10-04T09:03:14.863150Z,2016-10-22T09:03:54.150257Z,"[285430.0, 6137240.0, 583370.0, 6373000.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[172210.0, 6131140.0, 471570.0, 6395750.0]","[177730.0, 6113030.0, 477170.0, 6377730.0]",-33.67596090382042,145.47607234478653,EPSG:32755
EMSR517_8_31UGS_x342235_y5612445_S1RTC,2021-06-13T17:16:03.768416Z,2021-06-15T05:50:12.796769Z,2021-07-18T17:25:06.767329Z,2021-07-21T05:50:14.808388Z,"[297190.0, 5495100.0, 587430.0, 5704710.0]","[534060.0, 5515280.0, 822350.0, 5719580.0]","[566820.0, 5529320.0, 860920.0, 5750380.0]","[534050.0, 5515270.0, 822330.0, 5719560.0]",50.6313717308309,6.787211663455295,EPSG:32632
EMSR793_1_37LFD_x610835_y8320205_S1RTC,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:34.835252Z,2025-03-20T02:51:35.225157Z,2025-04-01T02:51:35.598614Z,"[536260.0, 8267600.0, 822930.0, 8494270.0]","[536260.0, 8267600.0, 822950.0, 8494280.0]","[536150.0, 8267610.0, 822850.0, 8494290.0]","[536080.0, 8267600.0, 822770.0, 8494280.0]",-15.203210601803624,40.04375343650293,EPSG:32737
EMSR492_1_30TXP_x661675_y4849025_S1RTC,2020-11-21T06:08:38.724056Z,2020-12-04T17:55:21.981010Z,2021-01-08T06:08:36.508986Z,2021-01-20T06:08:36.003916Z,"[560680.0, 4722920.0, 850420.0, 4927250.0]","[563290.0, 4766170.0, 855610.0, 4984700.0]","[560780.0, 4722950.0, 850500.0, 4927270.0]","[560810.0, 4722950.0, 850520.0, 4927270.0]",43.76487274555926,-0.9755450560225118,EPSG:32630
EMSR332_1_32TPR_x665385_y5026705_S1RTC,2018-09-21T05:19:12.455151Z,2018-10-02T05:26:45.555613Z,2018-11-01T05:27:30.509427Z,2018-11-19T05:26:40.030655Z,"[151590.0, 4935340.0, 442070.0, 5154690.0]","[462050.0, 4932090.0, 742900.0, 5139570.0]","[458390.0, 4912520.0, 742730.0, 5120390.0]","[465000.0, 4968670.0, 749010.0, 5176600.0]",45.362557364874824,11.128032991374297,EPSG:32633
EMSR261_3_32UND_x580935_y5818655_S1RTC,2017-10-13T05:25:33.090077Z,2017-11-05T05:32:47.106638Z,2017-12-17T05:33:44.589471Z,2018-01-25T17:08:40.274794Z,"[148790.0, 5646640.0, 444200.0, 5867960.0]","[443280.0, 5767790.0, 729600.0, 5975560.0]","[424090.0, 5655710.0, 713160.0, 5864580.0]","[403580.0, 5696470.0, 691970.0, 5910270.0]",52.50034735409146,10.211085886895892,EPSG:32633
EMSR264_17_38KMD_x439525_y7795295_S1RTC,2017-12-05T02:36:10.217218Z,2017-12-12T02:27:54.934084Z,2018-01-11T02:27:03.804252Z,2018-02-10T02:27:52.992213Z,"[193110.0, 7678820.0, 480190.0, 7904500.0]","[408140.0, 7687500.0, 697300.0, 7916340.0]","[421240.0, 7741440.0, 711540.0, 7970200.0]","[408090.0, 7687510.0, 697260.0, 7916350.0]",-19.949385078231362,44.43425041321792,EPSG:32738
EMSR793_2_37LFC_x633875_y8274885_S1RTC,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,"[496330.0, 8101270.0, 782890.0, 8328360.0]","[496310.0, 8101300.0, 782880.0, 8328380.0]","[496190.0, 8101300.0, 782770.0, 8328390.0]","[496130.0, 8101290.0, 782700.0, 8328380.0]",-15.611747445411387,40.260690236153025,EPSG:32737
EMSR165_5_31UDQ_x405485_y5431255_S1RTC,2016-04-30T17:48:39.659152Z,2016-05-04T06:07:18.882204Z,2016-06-09T06:07:13.868955Z,2016-06-16T05:59:05.385714Z,"[168730.0, 5316090.0, 452030.0, 5519710.0]","[197960.0, 5308950.0, 495540.0, 5527890.0]","[213570.0, 5343020.0, 506590.0, 5586420.0]","[354560.0, 5314860.0, 643170.0, 5548870.0]",49.015660429690435,1.7248141595092568,EPSG:32631
EMSR264_1_39LTF_x277825_y8524825_S1RTC,2017-11-25T02:17:42.561212Z,2017-12-19T02:17:41.661059Z,2018-01-12T02:17:49.005198Z,2018-02-05T02:17:40.001359Z,"[176820.0, 8469360.0, 466390.0, 8718910.0]","[175230.0, 8469350.0, 466500.0, 8719340.0]","[160490.0, 8414120.0, 454140.0, 8664600.0]","[171590.0, 8469370.0, 466410.0, 8720090.0]",-13.347293219789274,48.96046816196126,EPSG:32739
EMSR472_1_48QXE_x611385_y1975855_S1RTC,2020-09-04T22:43:55.230137Z,2020-09-15T22:51:17.220243Z,2020-10-18T11:05:19.895613Z,2020-10-21T22:51:13.112209Z,"[594240.0, 1834130.0, 877220.0, 2073130.0]","[388370.0, 1900940.0, 672750.0, 2141710.0]","[486670.0, 1741610.0, 771370.0, 1958490.0]","[390800.0, 1914250.0, 681410.0, 2187350.0]",17.856048575163584,106.06330009009942,EPSG:32648
EMSR251_3_32VNL_x530755_y6562035_S1RTC,2017-09-04T05:47:21.952881Z,2017-10-04T05:48:13.342915Z,2017-10-23T05:40:03.626836Z,2017-10-28T05:48:13.648189Z,"[318690.0, 6502330.0, 614170.0, 6719590.0]","[307850.0, 6446680.0, 601010.0, 6663690.0]","[423030.0, 6425590.0, 712840.0, 6635720.0]","[307940.0, 6446660.0, 601160.0, 6663690.0]",59.18476000625719,9.56051582490821,EPSG:32632
EMSR504_2_56JML_x473945_y6525915_S1RTC,2021-01-30T19:07:08.240387Z,2021-02-23T19:07:07.609362Z,2021-03-25T19:06:36.467762Z,2021-04-24T19:07:08.913356Z,"[368210.0, 6381950.0, 664720.0, 6617570.0]","[368260.0, 6381960.0, 664770.0, 6617590.0]","[352900.0, 6313280.0, 643530.0, 6547590.0]","[368310.0, 6381940.0, 664870.0, 6617580.0]",-31.412606987952355,152.73930249047027,EPSG:32756
EMSR184_1_55HEC_x594325_y6299235_S1RTC,2016-08-22T19:23:54.105891Z,2016-09-03T19:23:54.423580Z,2016-09-29T08:55:07.728278Z,2016-10-18T08:47:01.415621Z,"[465070.0, 6104740.0, 763640.0, 6344540.0]","[465220.0, 6104710.0, 763780.0, 6344510.0]","[352360.0, 6177660.0, 648940.0, 6438400.0]","[532170.0, 6227670.0, 826690.0, 6484730.0]",-33.45352762080126,148.02865435434035,EPSG:32755
EMSR342_4_54KWC_x581965_y7725675_S1RTC,2018-12-23T20:01:27.043694Z,2019-01-04T20:01:26.589964Z,2019-02-09T20:01:26.632597Z,2019-03-17T20:01:25.259986Z,"[462090.0, 7614980.0, 755740.0, 7845470.0]","[462110.0, 7614980.0, 755760.0, 7845470.0]","[458320.0, 7593960.0, 751020.0, 7849070.0]","[462080.0, 7614990.0, 755720.0, 7845480.0]",-20.57755888438852,141.79868757285016,EPSG:32754
EMSR265_23_31UDP_x447535_y5318385_S1RTC,2017-11-25T06:07:04.154736Z,2018-01-09T17:40:30.608318Z,2018-01-27T17:39:34.106934Z,2018-02-24T05:58:43.086859Z,"[180540.0, 5214300.0, 475930.0, 5433390.0]","[325830.0, 5265850.0, 609270.0, 5475410.0]","[342370.0, 5172560.0, 625620.0, 5382670.0]","[340720.0, 5245120.0, 633170.0, 5457740.0]",48.005235596134035,2.3136944668795048,EPSG:32631
EMSR311_3_17SQT_x705925_y3754815_S1RTC,2018-08-02T23:14:00.825035Z,2018-08-26T23:14:02.337573Z,2018-09-19T23:14:03.257067Z,2018-10-13T23:14:03.758381Z,"[594580.0, 3678270.0, 881930.0, 3896090.0]","[594510.0, 3678250.0, 881860.0, 3896070.0]","[594460.0, 3678260.0, 881820.0, 3896080.0]","[594390.0, 3678240.0, 881760.0, 3896070.0]",33.90190300424765,-78.7590994941923,EPSG:32617
EMSR203_3_15SVA_x475805_y4063905_S1RTC,2017-03-04T00:12:13.228118Z,2017-04-21T00:12:14.921848Z,2017-05-03T00:12:15.533614Z,2017-05-15T00:12:16.157203Z,"[316230.0, 4013640.0, 598760.0, 4223900.0]","[316210.0, 4013660.0, 598710.0, 4223930.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316240.0, 4013690.0, 598730.0, 4223940.0]",36.70906969838633,-93.25662271763866,EPSG:32615
EMSR167_4_31UFS_x650995_y5649665_S1RTC,2016-05-02T17:32:45.326715Z,2016-05-09T17:24:34.141237Z,2016-06-07T17:32:42.729344Z,2016-07-08T17:24:39.601340Z,"[425660.0, 5527750.0, 711350.0, 5741590.0]","[565820.0, 5542100.0, 854840.0, 5762030.0]","[429890.0, 5496560.0, 720850.0, 5711560.0]","[563570.0, 5543490.0, 853510.0, 5788810.0]",50.966963430696666,5.168595154172523,EPSG:32631
EMSR229_3_14RPR_x612915_y3084285_S1RTC,2017-07-12T12:32:08.444872Z,2017-08-22T00:34:35.338203Z,2017-08-29T12:31:56.847503Z,2017-09-15T00:34:36.301003Z,"[385340.0, 2834110.0, 670290.0, 3073170.0]","[480890.0, 3027630.0, 764230.0, 3242610.0]","[404930.0, 2942610.0, 685010.0, 3154390.0]","[480750.0, 3027640.0, 762230.0, 3242260.0]",27.867002360959436,-97.84008407356833,EPSG:32614
EMSR203_3_15SWB_x508575_y4115705_S1RTC,2017-03-16T00:12:13.574488Z,2017-04-21T00:12:14.921848Z,2017-05-03T00:12:15.533614Z,2017-05-15T00:12:16.157203Z,"[316190.0, 4013640.0, 598720.0, 4223910.0]","[316210.0, 4013660.0, 598710.0, 4223930.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316240.0, 4013690.0, 598730.0, 4223940.0]",37.17624629895116,-92.88903946140994,EPSG:32615
EMSR502_5_29UNT_x520865_y5755935_S1RTC,2021-01-03T06:47:59.280245Z,2021-02-02T06:47:27.441830Z,2021-02-26T06:47:26.954816Z,2021-03-25T18:22:20.731245Z,"[398730.0, 5701110.0, 687520.0, 5911320.0]","[385430.0, 5626090.0, 675810.0, 5837020.0]","[385300.0, 5626090.0, 675660.0, 5837010.0]","[372550.0, 5701300.0, 655330.0, 5912760.0]",51.942212916932014,-8.677911256111095,EPSG:32629
EMSR779_3_33PVN_x466005_y1284185_S1RTC,2024-10-06T17:14:39.385270Z,2024-10-30T04:48:06.792731Z,2024-11-23T17:14:12.863949Z,2024-12-17T17:14:10.636118Z,"[303750.0, 1266980.0, 583650.0, 1482490.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[336780.5351060336, 1315923.1671594037, 617230.5351060336, 1099793.1671594037]","[336920.03114552726, 1315917.4685049881, 617350.0311455273, 1099787.4685049881]",11.605152308270728,14.699858962831218,EPSG:32633
EMSR280_2_33VVH_x487385_y6726005_S1RTC,2018-03-17T16:45:32.382109Z,2018-04-11T05:23:00.638514Z,2018-04-23T05:23:01.131139Z,2018-05-29T05:23:18.151773Z,"[256590.0, 6600410.0, 545260.0, 6809030.0]","[355540.0, 6641460.0, 648330.0, 6856430.0]","[355660.0, 6641450.0, 648460.0, 6856420.0]","[336600.0, 6524780.0, 632020.0, 6771020.0]",60.65815525217552,14.792558548318135,EPSG:32633
EMSR469_4_48QYD_x767405_y1818845_S1RTC,2020-08-11T22:44:20.991349Z,2020-09-16T22:44:22.658804Z,2020-10-10T22:44:23.367170Z,2020-11-03T22:44:23.200391Z,"[562980.0, 1666830.0, 841880.0, 1879330.0]","[563050.0, 1666810.0, 841980.0, 1879310.0]","[562950.0, 1666820.0, 841880.0, 1879330.0]","[562990.0, 1666820.0, 841900.0, 1879320.0]",16.42458250912913,107.51592489716913,EPSG:32648
EMSR277_2_35TMF_x474045_y4573475_S1RTC,2018-01-31T04:21:46.894507Z,2018-03-08T04:21:46.561357Z,2018-04-01T04:21:47.146456Z,2018-04-25T04:21:47.914703Z,"[269640.0, 4525020.0, 552955.0, 4738460.0]","[268200.0, 4525010.0, 553060.0, 4738800.0]","[267980.0, 4525020.0, 552810.0, 4738790.0]","[268140.0, 4525010.0, 552980.0, 4738790.0]",41.30087660463043,26.70520069139132,EPSG:32635
EMSR766_2_34TCR_x359535_y5008495_S1RTC,2024-07-31T04:46:57.146249Z,2024-09-10T04:55:04.887771Z,2024-10-04T04:55:05.631589Z,2024-10-16T04:55:05.951140Z,"[304490.0, 4835330.0, 595480.0, 5048940.0]","[148640.0, 4879000.0, 444370.0, 5098110.0]","[148700.0, 4879010.0, 444430.0, 5098110.0]","[149082.33262100825, 5098351.770513044, 444462.3326210083, 4879321.770513044]",45.204715088884605,19.227648033289494,EPSG:32634
EMSR342_4_54KWC_x571725_y7720555_S1RTC,2018-12-23T20:01:27.043694Z,2019-01-04T20:01:26.589964Z,2019-02-09T20:01:26.632597Z,2019-03-17T20:01:25.259986Z,"[462090.0, 7614980.0, 755740.0, 7845470.0]","[462110.0, 7614980.0, 755760.0, 7845470.0]","[458320.0, 7593960.0, 751020.0, 7849070.0]","[462080.0, 7614990.0, 755720.0, 7845480.0]",-20.62424553334806,141.70065209372154,EPSG:32754
EMSR265_15_31UEQ_x598505_y5423415_S1RTC,2017-12-08T05:59:16.194157Z,2018-01-13T05:59:14.975129Z,2018-01-26T05:50:15.354690Z,2018-02-21T17:32:23.018319Z,"[354170.0, 5319050.0, 644390.0, 5530870.0]","[354090.0, 5319060.0, 644300.0, 5530880.0]","[509310.0, 5347380.0, 797770.0, 5553090.0]","[465710.0, 5311820.0, 754150.0, 5527470.0]",48.944131564436944,4.362679932072799,EPSG:32631
EMSR280_2_33VVH_x474585_y6718325_S1RTC,2018-03-17T16:45:32.382109Z,2018-04-11T05:23:00.638514Z,2018-04-23T05:23:01.131139Z,2018-05-29T05:23:18.151773Z,"[256590.0, 6600410.0, 545260.0, 6809030.0]","[355540.0, 6641460.0, 648330.0, 6856430.0]","[355660.0, 6641450.0, 648460.0, 6856420.0]","[336600.0, 6524780.0, 632020.0, 6771020.0]",60.588635677790016,14.559356961335949,EPSG:32633
EMSR243_1_19QGV_x753745_y1989275_S1RTC,2017-07-28T10:22:53.415896Z,2017-08-21T10:22:54.553038Z,2017-09-20T10:22:17.197545Z,2017-10-20T10:22:56.243145Z,"[513230.0, 1889040.0, 792120.0, 2101850.0]","[513280.0, 1889040.0, 792180.0, 2101840.0]","[507960.0, 1865810.0, 787610.0, 2079000.0]","[513240.0, 1889050.0, 792140.0, 2101850.0]",17.965299734669117,-66.59207750051893,EPSG:32619
EMSR339_3_36KXD_x693185_y7817485_S1RTC,2018-11-26T16:07:10.609315Z,2019-01-01T03:09:19.278439Z,2019-01-25T03:09:18.455327Z,2019-03-02T03:09:17.849788Z,"[653200.0, 7750390.0, 947250.0, 8001690.0]","[570420.0, 7618820.0, 863840.0, 7850420.0]","[570380.0, 7618810.0, 863810.0, 7850410.0]","[570360.0, 7618820.0, 863780.0, 7850420.0]",-19.740144458481733,34.855710610270656,EPSG:32736
EMSR200_2_55KFT_x672095_y7737945_S1RTC,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,"[466530.0, 7595610.0, 764010.0, 7827090.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[495590.0, 7670020.0, 788810.0, 7925300.0]","[466480.0, 7595590.0, 763990.0, 7827080.0]",-20.460583436922903,148.6620849977273,EPSG:32755
EMSR279_4_30TXM_x655155_y4627985_S1RTC,2018-02-24T17:55:03.139490Z,2018-03-19T06:09:29.113655Z,2018-04-18T06:08:42.286091Z,2018-04-24T06:09:30.366070Z,"[123460.0, 4514230.0, 406430.0, 4718400.0]","[530280.0, 4516050.0, 817080.0, 4722670.0]","[536730.0, 4554150.0, 821280.0, 4760670.0]","[530370.0, 4516030.0, 817200.0, 4722660.0]",41.776824694245526,-1.1177521498713876,EPSG:32631
EMSR469_8_49PBS_x257615_y1678945_S1RTC,2020-08-26T10:56:27.903325Z,2020-09-19T10:56:28.731542Z,2020-10-13T10:56:29.330641Z,2020-11-06T10:56:29.081060Z,"[113400.0, 1496970.0, 394580.0, 1711080.0]","[113720.0, 1496970.0, 394730.0, 1711080.0]","[113630.0, 1496970.0, 394640.0, 1711080.0]","[113550.0, 1496960.0, 394640.0, 1711080.0]",15.163722098306431,108.75605386708197,EPSG:32649
EMSR186_4_17RNL_x576445_y3017555_S1RTC,2016-08-17T23:19:58.281183Z,2016-09-27T23:28:22.811503Z,2016-10-09T23:28:22.805915Z,2016-11-14T23:28:22.562892Z,"[567640.0, 2843070.0, 849190.0, 3057620.0]","[353060.0, 2904660.0, 634880.0, 3117420.0]","[352970.0, 2904650.0, 634810.0, 3117420.0]","[353040.0, 2904650.0, 634890.0, 3117420.0]",27.26724824824484,-80.21480181999503,EPSG:32617
EMSR279_2_30TXN_x613775_y4770785_S1RTC,2018-02-16T06:17:15.759934Z,2018-03-25T18:03:40.290634Z,2018-04-17T06:17:16.634529Z,2018-04-24T06:09:05.365744Z,"[389710.0, 4692220.0, 680510.0, 4902780.0]","[419280.0, 4660270.0, 709160.0, 4873510.0]","[389750.0, 4692160.0, 680510.0, 4902720.0]","[555850.0, 4684370.0, 843730.0, 4889280.0]",43.06957521851116,-1.5869026473638215,EPSG:32630
EMSR167_1_31UFS_x616345_y5662195_S1RTC,2016-05-02T17:32:45.326715Z,2016-05-09T17:24:34.141237Z,2016-06-07T17:32:42.729344Z,2016-07-08T17:24:39.601340Z,"[425660.0, 5527750.0, 711350.0, 5741590.0]","[565820.0, 5542100.0, 854840.0, 5762030.0]","[429890.0, 5496560.0, 720850.0, 5711560.0]","[563570.0, 5543490.0, 853510.0, 5788810.0]",51.087708717190495,4.679443234503968,EPSG:32631
EMSR229_3_14RNR_x601745_y3073865_S1RTC,2017-06-30T12:32:07.822094Z,2017-08-22T00:34:35.338203Z,2017-08-29T12:31:56.847503Z,2017-09-15T00:34:36.301003Z,"[385370.0, 2834110.0, 670310.0, 3073080.0]","[480890.0, 3027630.0, 764230.0, 3242610.0]","[404930.0, 2942610.0, 685010.0, 3154390.0]","[480750.0, 3027640.0, 762230.0, 3242260.0]",27.77385869238728,-97.95443156402348,EPSG:32614
EMSR200_2_55KFT_x656735_y7755865_S1RTC,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,"[466530.0, 7595610.0, 764010.0, 7827090.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[495590.0, 7670020.0, 788810.0, 7925300.0]","[466480.0, 7595590.0, 763990.0, 7827080.0]",-20.30005481676663,148.51329017413025,EPSG:32755
EMSR481_1_16PDC_x413435_y1754325_S1RTC,2020-09-24T11:46:00.519551Z,2020-10-25T11:37:43.887220Z,2020-11-11T11:46:25.599363Z,2020-12-07T23:58:25.009635Z,"[202130.0, 1700270.0, 483360.0, 1916490.0]","[424940.0, 1709200.0, 709220.0, 1949880.0]","[167440.0, 1533110.0, 448210.0, 1750050.0]","[370490.0, 1588470.0, 656240.0, 1804190.0]",15.85492426559806,-87.79657136878548,EPSG:32616
EMSR779_1_33PWM_x569365_y1104375_S1RTC,2024-09-24T04:48:06.231270Z,2024-10-30T04:48:06.792731Z,2024-11-23T04:48:05.473448Z,2024-12-29T04:48:02.775320Z,"[395700.0, 1082790.0, 675230.0, 1298790.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[395853.56121499266, 1298951.8783755964, 675343.5612149927, 1082961.8783755964]","[395684.7595838943, 1298947.7430902612, 675164.7595838943, 1082967.7430902612]",9.978461807949193,15.644496703295687,EPSG:32633
EMSR640_2_30VWJ_x540185_y6342915_S1RTC,2022-10-15T17:43:33.954185Z,2022-11-06T17:59:47.143250Z,2022-11-20T06:30:34.489545Z,2022-11-25T17:51:36.641467Z,"[526070.0, 6260430.0, 819740.0, 6483010.0]","[297900.0, 6171410.0, 584990.0, 6381090.0]","[357490.0, 6172020.0, 650280.0, 6385320.0]","[419530.0, 6189850.0, 708660.0, 6405910.0]",57.2160065951579,-2.31351802922889,EPSG:32630
EMSR229_5_15RUN_x368405_y3291135_S1RTC,2017-06-25T00:18:33.478744Z,2017-07-31T00:18:35.554783Z,2017-09-05T00:18:37.155898Z,2017-09-17T00:18:37.663247Z,"[263220.0, 3221240.0, 545050.0, 3431890.0]","[263130.0, 3221250.0, 544960.0, 3431890.0]","[263240.0, 3221260.0, 545070.0, 3431900.0]","[263110.0, 3221240.0, 544970.0, 3431900.0]",29.732094726829065,-94.34753032396576,EPSG:32615
EMSR706_4_31UDS_x435895_y5634665_S1RTC,2023-09-08T05:59:27.753894Z,2023-10-14T05:59:28.300949Z,2023-11-12T06:07:37.875877Z,2023-12-13T05:59:26.934558Z,"[383620.0, 5485950.0, 673310.0, 5696620.0]","[383630.0, 5485990.0, 673350.0, 5696650.0]","[240940.0, 5508840.0, 534700.0, 5725930.0]","[383470.0, 5486030.0, 673210.0, 5696700.0]",50.84879460670186,2.107488432034655,EPSG:32631
EMSR279_4_30TXM_x637235_y4645905_S1RTC,2018-02-24T17:55:03.139490Z,2018-03-19T06:09:29.113655Z,2018-04-18T06:08:42.286091Z,2018-04-24T06:09:30.366070Z,"[123460.0, 4514230.0, 406430.0, 4718400.0]","[530280.0, 4516050.0, 817080.0, 4722670.0]","[536730.0, 4554150.0, 821280.0, 4760670.0]","[530370.0, 4516030.0, 817200.0, 4722660.0]",41.94148946325344,-1.3290853889443617,EPSG:32631
EMSR251_2_32VMK_x478465_y6469015_S1RTC,2017-09-10T05:48:12.681790Z,2017-10-10T05:47:48.015410Z,2017-10-22T05:47:48.177907Z,2017-10-29T05:39:38.230435Z,"[307850.0, 6446680.0, 601000.0, 6663680.0]","[285270.0, 6336380.0, 581470.0, 6554570.0]","[285190.0, 6336400.0, 581400.0, 6554580.0]","[403830.0, 6314690.0, 696500.0, 6526040.0]",58.35009056139959,8.653858832321596,EPSG:32632
EMSR200_12_56JNP_x534265_y6821285_S1RTC,2017-02-01T19:14:02.094917Z,2017-03-04T19:05:52.246503Z,2017-04-09T19:05:53.307776Z,2017-05-03T19:05:54.563098Z,"[262440.0, 6741380.0, 563420.0, 6974750.0]","[463050.0, 6711880.0, 755460.0, 6946210.0]","[463020.0, 6711840.0, 755460.0, 6946180.0]","[462970.0, 6711860.0, 755410.0, 6946200.0]",-28.746817608602377,153.36400252100546,EPSG:32756
EMSR712_4_32UNC_x534305_y5724335_S1RTC,2023-11-09T05:42:18.764126Z,2023-11-28T05:34:20.691824Z,2024-01-03T05:34:18.967777Z,2024-01-27T05:34:18.191638Z,"[302180.0, 5758830.0, 594740.0, 5973620.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[424020.0, 5655560.0, 713910.0, 5864580.0]","[423870.0, 5655570.0, 713750.0, 5864590.0]",51.657403213460974,9.514361378453144,EPSG:32632
EMSR200_3_55KFS_x691005_y7665765_S1RTC,2017-01-30T19:28:38.299566Z,2017-03-12T19:36:34.212385Z,2017-03-31T08:34:26.074399Z,2017-04-05T19:36:34.848048Z,"[30060.0, 7479000.0, 324910.0, 7705430.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[623030.0, 7507880.0, 913920.0, 7759180.0]","[466480.0, 7595590.0, 763990.0, 7827080.0]",-21.110625381390438,148.85123999039445,EPSG:32756
EMSR184_4_55HCD_x360985_y6337295_S1RTC,2016-08-15T19:32:02.808085Z,2016-09-08T19:32:03.733594Z,2016-10-04T09:03:14.863150Z,2016-12-01T19:31:55.554061Z,"[285500.0, 6137240.0, 583450.0, 6373010.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[172210.0, 6131140.0, 471570.0, 6395750.0]","[298660.0, 6191810.0, 598160.0, 6428090.0]",-33.10575207190927,145.52382039935287,EPSG:32755
EMSR342_7_54KVE_x496115_y7986985_S1RTC,2018-12-16T20:09:16.432346Z,2019-01-09T20:08:50.488605Z,2019-02-15T09:07:38.131835Z,2019-03-10T20:08:49.488321Z,"[287390.0, 7779130.0, 579390.0, 8006670.0]","[327230.0, 7945520.0, 618780.0, 8172840.0]","[314700.0, 7816630.0, 607560.0, 8070270.0]","[327110.0, 7945530.0, 618660.0, 8172860.0]",-18.217867467626704,140.97531491450056,EPSG:32754
EMSR314_1_31PHK_x823635_y977965_S1RTC,2018-08-04T17:54:07.917892Z,2018-09-09T17:54:09.933292Z,2018-09-21T17:54:10.254079Z,2018-10-15T17:54:10.751660Z,"[587460.0, 789660.0, 869860.0, 1008310.0]","[587400.0, 789630.0, 869820.0, 1008290.0]","[587410.0, 789660.0, 869810.0, 1008310.0]","[587330.0, 789660.0, 869720.0, 1008320.0]",8.824093862787356,5.953369736315037,EPSG:32631
