Nome_Serie,Problema,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,ID_1_SAR,ID_2_SAR,ID_3_SAR,ID_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR
EMSR349_4_36KUD_x352505_y7861385_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.34770916301742,31.60792533681961,EPSG:32736
EMSR349_4_36KUD_x355065_y7861385_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.347893743300016,31.632292383722792,EPSG:32736
EMSR349_4_36KUD_x355065_y7858825_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.371022686527525,31.632099499698583,EPSG:32736
EMSR349_4_36KUD_x360185_y7858825_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.37138253825594,31.68084128430804,EPSG:32736
EMSR349_4_36KUD_x360185_y7861385_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.348253132071203,31.68102730032941,EPSG:32736
EMSR349_4_36KUD_x352505_y7858825_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.37083786847317,31.607729019060077,EPSG:32736
EMSR349_4_36KUD_x355065_y7866505_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.30163567539298,31.63267732423809,EPSG:32736
EMSR349_4_36KUD_x357625_y7856265_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.39433335947527,31.656280535140617,EPSG:32736
EMSR349_4_36KUD_x357625_y7863945_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.324945829125237,31.656848885647197,EPSG:32736
EMSR349_4_36KUD_x355065_y7856265_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.39415156918861,31.631906339592163,EPSG:32736
EMSR349_4_36KUD_x360185_y7866505_S1RTC,Date duplicate,2019-02-16T16:23:31.876260Z,2019-02-16T16:23:31.876260Z,2019-03-24T03:25:39.405327Z,2019-04-17T16:23:32.571050Z,2018-02-09,2018-02-09,2018-03-17,2018-04-10,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180209T162312_20180209T162337_009548_011319_A0F8,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180317T162312_20180317T162337_010073_012471_28C6,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20180410T162313_20180410T162338_010423_012FCE_0128,-19.30199413862752,31.68139853429868,EPSG:32736
