Nome_Serie,Problema,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR187_1_35TNL_x574425_y5035655,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.45884292857227,27.96823316878955,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-20,2025-03-10,2025-04-16,2025-05-11,45.45884292857227,27.96823316878955,35TNL,EPSG:32635
EMSR187_1_35TNL_x571865_y5066375,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-12-07,2025-01-07,2025-02-05,2025-03-08,45.73558882713686,27.94010001367554,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-12-15,2025-01-09,2025-02-13,2025-03-05,45.73558882713686,27.94010001367554,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5043335,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-12-07,2025-01-07,2025-02-05,2025-03-08,45.52796183227731,27.969418407662552,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-12-20,2025-01-09,2025-02-13,2025-03-05,45.52796183227731,27.969418407662552,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5045895,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-03-08,2025-04-06,2025-05-07,2025-06-05,45.5510012748061,27.969814445165184,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-03-05,2025-04-16,2025-05-19,2025-06-05,45.5510012748061,27.969814445165184,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5051015,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-05-07,2025-06-05,2025-07-06,2025-08-12,45.5970798717898,27.97060796127316,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-05-19,2025-06-05,2025-07-05,2025-08-07,45.5970798717898,27.97060796127316,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5048455,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.574040621311056,27.97021096279669,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-05,2025-08-07,2025-09-13,45.574040621311056,27.97021096279669,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5061255,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-11-08,2024-12-07,2025-01-07,2025-02-05,45.68923591339718,27.97220077800307,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-11-05,2024-12-20,2025-01-09,2025-02-13,45.68923591339718,27.97220077800307,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5040775,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-05-07,2025-06-05,2025-07-06,2025-08-12,45.50492229372709,27.969022849574205,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-05-11,2025-06-05,2025-07-08,2025-08-07,45.50492229372709,27.969022849574205,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5063815,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.7122746837112,27.972600191498447,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-08,2025-08-07,2025-09-13,45.7122746837112,27.972600191498447,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5033095,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.435521104854814,28.00056419726777,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-13,2025-03-05,2025-04-16,2025-05-11,45.435521104854814,28.00056419726777,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5056135,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.64315808465943,27.971403403632824,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-12,2025-08-07,2025-09-13,45.64315808465943,27.971403403632824,35TNL,EPSG:32635
EMSR187_1_35TNL_x574425_y5068935,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.75835193621933,27.973400474735627,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-13,2025-03-07,2025-04-16,45.75835193621933,27.973400474735627,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5038215,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-12-07,2025-01-07,2025-02-05,2025-03-08,45.481600211083496,28.001379580961736,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-12-20,2025-01-09,2025-02-20,2025-03-10,45.481600211083496,28.001379580961736,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5035655,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-03-08,2025-04-06,2025-05-07,2025-06-05,45.45856070606715,28.000971642412456,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-03-10,2025-04-16,2025-05-11,2025-06-05,45.45856070606715,28.000971642412456,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5040775,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-04-06,2025-05-07,2025-06-05,2025-07-06,45.504639619900935,28.001788013649684,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-04-16,2025-05-11,2025-06-05,2025-07-08,45.504639619900935,28.001788013649684,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5043335,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.5276789325167,28.00219694121192,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-13,2025-03-05,2025-04-16,45.5276789325167,28.00219694121192,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5045895,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.55071814892799,28.0026063643856,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-08,2025-08-07,2025-09-13,45.55071814892799,28.0026063643856,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5053575,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.6198352209082,28.00383761497009,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-13,2025-03-05,2025-04-16,2025-05-21,45.6198352209082,28.00383761497009,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5048455,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-10-10,2025-11-08,2025-12-09,2026-01-07,45.5737572691321,28.00301628390941,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-10-16,2025-11-05,2025-12-19,2026-01-16,45.5737572691321,28.00301628390941,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5051015,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.59679629312638,28.00342670052364,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-08,2025-08-07,2025-09-13,45.59679629312638,28.00342670052364,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5056135,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-04-06,2025-05-07,2025-06-05,2025-07-06,45.642874052474994,28.004249027992145,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-04-16,2025-05-21,2025-06-05,2025-07-12,45.642874052474994,28.004249027992145,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5066375,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.7350284165426,28.005899680758887,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-13,2025-03-10,2025-04-16,45.7350284165426,28.005899680758887,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5061255,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-05-07,2025-06-05,2025-07-06,2025-08-12,45.68895142695357,28.005073352744425,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-05-21,2025-06-05,2025-07-08,2025-08-07,45.68895142695357,28.005073352744425,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5033095,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.4352297336599,28.03328885719218,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-13,2025-03-10,2025-04-16,2025-05-11,45.4352297336599,28.03328885719218,35TNL,EPSG:32635
EMSR187_1_35TNL_x576985_y5068935,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.75806676699769,28.0063135978646,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-08,2025-08-07,2025-09-06,45.75806676699769,28.0063135978646,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5043335,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.52738662868319,28.034974979150107,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-20,2025-03-05,2025-04-16,45.52738662868319,28.034974979150107,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5040775,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.50434754950998,28.034552682851142,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-20,2025-03-05,2025-04-16,45.50434754950998,28.034552682851142,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5035655,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.45826910199519,28.03370962263101,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-20,2025-03-10,2025-04-16,2025-05-11,45.45826910199519,28.03370962263101,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5038215,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-11-08,2024-12-07,2025-01-07,2025-02-05,45.48130837394628,28.03413089759799,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-11-17,2024-12-20,2025-01-09,2025-02-20,45.48130837394628,28.03413089759799,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5053575,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-03-08,2025-04-06,2025-05-07,2025-06-05,45.619541981410286,28.036669290052675,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-03-05,2025-04-16,2025-05-21,2025-06-05,45.619541981410286,28.036669290052675,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5048455,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-11-08,2024-12-07,2025-01-07,2025-02-05,45.57346449784585,28.035821107931984,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-11-05,2024-12-20,2025-01-09,2025-02-13,45.57346449784585,28.035821107931984,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5051015,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-10-10,2025-11-08,2025-12-09,2026-01-07,45.596503287829314,28.03624494194216,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-10-16,2025-11-05,2025-12-19,2026-01-09,45.596503287829314,28.03624494194216,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5045895,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.55042561146281,28.03539778725612,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-20,2025-03-10,2025-04-16,2025-05-19,45.55042561146281,28.03539778725612,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5061255,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-06-05,2025-07-06,2025-08-12,2025-09-05,45.6886574837098,28.037945426670888,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-06-05,2025-07-08,2025-08-07,2025-09-06,45.6886574837098,28.037945426670888,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5063815,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.71169579165259,28.03837183887549,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-11,2025-02-13,2025-03-05,2025-04-16,45.71169579165259,28.03837183887549,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5058695,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-12-07,2025-01-07,2025-02-05,2025-03-08,45.66561907935332,28.03751953164696,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-12-15,2025-01-11,2025-02-13,2025-03-05,45.66561907935332,28.03751953164696,35TNL,EPSG:32635
EMSR187_1_35TNL_x579545_y5068935,ERRORE | ERRORE,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,2024-11-08,2024-12-07,2025-01-07,2025-02-05,45.75777211828648,28.039226217924927,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-11-05,2024-12-15,2025-01-09,2025-02-20,45.75777211828648,28.039226217924927,35TNL,EPSG:32635
EMSR187_2_35TNL_x562515_y5056325,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-14T04:21:25.750132Z,2016-11-03T16:00:45.263801Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.64606534426634,27.818613086419536,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-20,2025-03-05,2025-04-16,2025-05-21,45.64606534426634,27.818613086419536,35TNL,EPSG:32635
EMSR187_3_35TNL_x560425_y5045625,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.54995307869287,27.79044150573485,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-13,2025-03-10,2025-04-16,2025-05-21,45.54995307869287,27.79044150573485,35TNL,EPSG:32635
EMSR187_2_35TNL_x559955_y5056325,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-14T04:21:25.750132Z,2016-11-03T16:00:45.263801Z,2025-04-06,2025-05-07,2025-06-05,2025-07-06,45.64629601577198,27.78576394734437,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-04-16,2025-05-21,2025-06-05,2025-07-12,45.64629601577198,27.78576394734437,35TNL,EPSG:32635
EMSR187_2_35TNL_x559955_y5053765,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-14T04:21:25.750132Z,2016-11-03T16:00:45.263801Z,2025-10-10,2025-11-08,2025-12-09,2026-01-07,45.623255823916175,27.785441996870105,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-10-11,2025-11-05,2025-12-05,2026-01-09,45.623255823916175,27.785441996870105,35TNL,EPSG:32635
EMSR187_3_35TNL_x557865_y5045625,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2025-01-07,2025-02-05,2025-03-08,2025-04-06,45.55017529629032,27.75764818064536,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-01-09,2025-02-13,2025-03-05,2025-04-16,45.55017529629032,27.75764818064536,35TNL,EPSG:32635
EMSR187_2_35TNL_x562515_y5053765,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-14T04:21:25.750132Z,2016-11-03T16:00:45.263801Z,2025-10-10,2025-11-08,2025-12-09,2026-01-07,45.623025336654415,27.81827768027983,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-10-16,2025-11-05,2025-12-05,2026-01-16,45.623025336654415,27.81827768027983,35TNL,EPSG:32635
EMSR187_3_35TNL_x557865_y5048185,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2025-02-05,2025-03-08,2025-04-06,2025-05-07,45.573215934998366,27.7579579489583,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-02-20,2025-03-10,2025-04-16,2025-05-21,45.573215934998366,27.7579579489583,35TNL,EPSG:32635
EMSR187_3_35TNL_x562985_y5045625,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2025-04-06,2025-05-07,2025-06-05,2025-07-06,45.54972144813771,27.82323443949252,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-04-16,2025-05-21,2025-06-05,2025-07-08,45.54972144813771,27.82323443949252,35TNL,EPSG:32635
EMSR187_3_35TNL_x560425_y5048185,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2025-04-06,2025-05-07,2025-06-05,2025-07-06,45.57299353977366,27.790764678431568,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2025-04-16,2025-05-21,2025-06-05,2025-07-13,45.57299353977366,27.790764678431568,35TNL,EPSG:32635
EMSR187_3_35TNL_x560425_y5050745,ERRORE | ERRORE,2016-09-04T16:00:44.461077Z,2016-09-28T16:00:45.379604Z,2016-10-16T16:00:21.537270Z,2016-11-03T16:00:45.263801Z,2024-12-07,2025-01-07,2025-02-05,2025-03-08,45.59603390572469,27.791088243043983,EPSG:32635,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,2024-12-15,2025-01-09,2025-02-13,2025-03-05,45.59603390572469,27.791088243043983,35TNL,EPSG:32635
