Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT,month
EMSR186_20_17SPT_x613425_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.86049753748251,-79.76001715531395,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x613425_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.975914097117666,-79.75834390388073,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x613425_y3769135,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.04516295728349,-79.75733537205723,17SPT,EPSG:32617,9
EMSR186_20_17SPT_x613425_y3771695,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.06824573121125,-79.75699842878396,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x613425_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.114411009684765,-79.75632339072237,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x613425_y3779375,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.13749351416709,-79.7559852950925,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x613425_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.1836582534647,-79.75530794852524,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x613425_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.20674048821686,-79.75496869674188,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x615985_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81404927951698,-79.7330292338791,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x615985_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.83713270600665,-79.73268867585371,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x615985_y3751215,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.88329929017817,-79.73200639539827,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x615985_y3758895,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.95254849393042,-79.73098005735767,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x615985_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.975631382384016,-79.7306371650181,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x615985_y3764015,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.998714181052044,-79.7302938821394,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x615985_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.02179688990237,-79.72995020829484,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x615985_y3769135,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.04487950890296,-79.72960614305688,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x615985_y3774255,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.09104447722679,-79.72891683668702,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x615985_y3781935,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.16029125504044,-79.72787993095089,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x615985_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.20645532343026,-79.72718669130774,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x618545_y3740975,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.79067880665902,-79.70572265233241,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x618545_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.83684525155776,-79.70502707560084,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x618545_y3756335,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.92917706441756,-79.70363116124302,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x618545_y3758895,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.95225979308063,-79.70328118827784,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x618545_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.97534243185807,-79.70293081669445,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x618545_y3764015,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.99842498071751,-79.70258004605752,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x618545_y3774255,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.09075427632979,-79.70117296424188,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x618545_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.20616386882774,-79.69940508071404,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x621105_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.85963442737853,-79.67701005259184,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x621105_y3756335,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.928882388384,-79.67594016108544,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x621105_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.9750472458348,-79.67522486742418,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x621105_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.0212117430725,-79.67450794349344,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x621105_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.11353965587015,-79.67306919054715,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x621105_y3779375,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.13662140853136,-79.67270847780522,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x621105_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.18278464298237,-79.67198581976731,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x621105_y3789615,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.22894751605737,-79.67126151531447,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x623665_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81316906956563,-79.65006791469094,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x623665_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.85933430702316,-79.64934181776482,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x623665_y3751215,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.88241679072766,-79.64897814879863,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x623665_y3753775,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.905499184372,-79.64861406556302,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x623665_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.97474582461551,-79.64751932572098,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x623665_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.020909800542064,-79.6467874195144,17SPT,EPSG:32617,9
EMSR186_20_17SPT_x623665_y3769135,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.04399165313651,-79.64642084115361,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x623665_y3774255,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.09015508742473,-79.64568643163587,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x623665_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.182480871488806,-79.64421258859073,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x623665_y3789615,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.22864322074663,-79.64347314770582,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x626225_y3740975,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.78978078251024,-79.62278480364587,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x626225_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81286327134481,-79.6224149562027,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x626225_y3771695,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.06676469458698,-79.61831872286895,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x626225_y3781935,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.15908977324763,-79.61681642237987,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x626225_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.182170816508645,-79.61643977761463,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x628785_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81255127618577,-79.59476241908159,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x628785_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.83563340455948,-79.59438472369774,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x628785_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.858715442656575,-79.5940065980325,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x628785_y3753775,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.90487924788745,-79.59324905398381,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x628785_y3758895,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.95104269161179,-79.5924897831794,17SPT,EPSG:32617,9
EMSR186_20_17SPT_x628785_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.020287178792294,-79.59134763105705,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x628785_y3769135,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.04336849347841,-79.59096604621335,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x628785_y3774255,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.0895308510914,-79.59020157247352,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x628785_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.112611893952426,-79.58981868262516,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x628785_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.18185447835942,-79.58866739543528,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x628785_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.2049351583272,-79.58828275889356,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x631345_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81223308440614,-79.56711031177427,17SPT,EPSG:32617,9
EMSR186_20_17SPT_x631345_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.835314937052026,-79.56672519028443,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x631345_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.85839669927587,-79.56633963005811,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x631345_y3751215,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.881478371044075,-79.56595363061784,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x631345_y3756335,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.92764144307935,-79.56518031218137,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x631345_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.973804152890004,-79.56440523113848,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x631345_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.01996650020893,-79.56362838363927,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x631345_y3771695,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.066128484769855,-79.56284976582032,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x631345_y3774255,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.089209340933046,-79.56245979182992,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x631345_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.1122901063072,-79.56206937380468,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x631345_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.18153185736508,-79.56089545064813,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x631345_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.20461225925293,-79.56050325160753,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x631345_y3789615,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,2015-11-16,34.227692570186896,-79.5601106060898,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x633905_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.811908696329844,-79.53945864272666,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x633905_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.83499026788063,-79.53906609560747,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x633905_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.85807174886109,-79.53867310129756,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x633905_y3751215,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.88115313923743,-79.53827965931026,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x633905_y3753775,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.90423443897588,-79.53788576915808,17SPT,EPSG:32617,12
EMSR186_20_17SPT_x633905_y3761455,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.973477794026884,-79.53670140482424,17SPT,EPSG:32617,9
EMSR186_20_17SPT_x633905_y3766575,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.019639576921186,-79.53590957880108,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x633905_y3771695,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.06580099645762,-79.53511594834539,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x633905_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.1119620523689,-79.53432050950565,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x633905_y3781935,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.15812274438858,-79.53352325831644,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x633905_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.181202953856,-79.53312395184778,17SPT,EPSG:32617,8
EMSR186_20_17SPT_x633905_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.20428307225094,-79.53272419079846,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x636465_y3743535,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.81157811228712,-79.5118074203838,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x636465_y3746095,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.83465939737592,-79.51140744812108,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x636465_y3748655,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.85774059174328,-79.51100702021425,17SPT,EPSG:32617,5
EMSR186_20_17SPT_x636465_y3753775,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.90390270817772,-79.51020479548397,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x636465_y3756335,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.92698363017687,-79.50980299766624,17SPT,EPSG:32617,3
EMSR186_20_17SPT_x636465_y3764015,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.99622585089561,-79.50859485641864,17SPT,EPSG:32617,6
EMSR186_20_17SPT_x636465_y3776815,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.11162773247308,-79.50657209829362,17SPT,EPSG:32617,4
EMSR186_20_17SPT_x636465_y3784495,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,34.18086776816895,-79.505352907628,17SPT,EPSG:32617,1
EMSR186_20_17SPT_x636465_y3787055,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,2015-11-16,34.20394759765841,-79.50494558506954,17SPT,EPSG:32617,2
EMSR186_20_17SPT_x636465_y3789615,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,2015-11-16,34.22702733588771,-79.5045377988285,17SPT,EPSG:32617,7
EMSR186_20_17SPT_x639025_y3740975,,,,,,,,,,,,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,,,,,33.788160248513165,-79.48456358650873,17SPT,EPSG:32617,6
