Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR427_7_33UVB_x456905_y6199615,2019-12-31T16:45:13.646047Z,2020-02-10T16:53:15.717833Z,2020-02-28T16:52:34.538087Z,2020-03-14T05:16:29.497443Z,2018-12-24,2019-01-31,2019-02-22,2019-03-06,55.92864183027712,14.330688877997444,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-14T10:10:19.024000Z,2019-01-02,2019-01-14,2019-02-28,2019-03-10,55.92864183027712,14.330688877997444,33UVB,EPSG:32633
EMSR427_7_33VVC_x420215_y6241505,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.30033416824115,13.731281682882727,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-26,2019-04-02,56.30033416824115,13.731281682882727,33VVC,EPSG:32633
EMSR427_7_33VVC_x425335_y6231265,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.20917158927122,13.816841142858255,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-03-01,2019-04-02,56.20917158927122,13.816841142858255,33VVC,EPSG:32633
EMSR427_7_33VVC_x425335_y6233825,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.23216731021889,13.816132411278222,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-26,2019-01-30,2019-02-26,2019-04-02,56.23216731021889,13.816132411278222,33VVC,EPSG:32633
EMSR427_7_33VVC_x425335_y6236385,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-03-01,2019-03-18,56.255162939245416,13.815422639667949,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-26,2019-04-02,56.255162939245416,13.815422639667949,33VVC,EPSG:32633
EMSR427_7_33VVC_x425335_y6238945,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.27815847636776,13.814711825928804,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-26,2019-01-17,2019-02-26,2019-04-02,56.27815847636776,13.814711825928804,33VVC,EPSG:32633
EMSR427_7_33VVC_x425335_y6241505,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.30115392160283,13.813999967956406,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-24,2019-04-02,56.30115392160283,13.813999967956406,33VVC,EPSG:32633
EMSR427_7_33VVC_x427895_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.16356702433807,13.859467896725022,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-17,2019-02-24,2019-04-02,56.16356702433807,13.859467896725022,33VVC,EPSG:32633
EMSR427_7_33VVC_x427895_y6231265,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.20955941091463,13.858102843092963,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-03-08,2019-04-02,56.20955941091463,13.858102843092963,33VVC,EPSG:32633
EMSR427_7_33VVC_x427895_y6241505,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.30154308575231,13.85536069822712,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-24,2019-04-02,56.30154308575231,13.85536069822712,33VVC,EPSG:32633
EMSR427_7_33VVC_x427895_y6246625,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.34753437429751,13.853983574539049,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-24,2019-03-26,56.34753437429751,13.853983574539049,33VVC,EPSG:32633
EMSR427_7_33VVC_x430455_y6228705,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.18693700056592,13.900023902853986,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-04-02,56.18693700056592,13.900023902853986,33VVC,EPSG:32633
EMSR427_7_33VVC_x430455_y6231265,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.20993347083336,13.899365545110289,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-03-08,2019-03-26,56.20993347083336,13.899365545110289,33VVC,EPSG:32633
EMSR427_7_33VVC_x430455_y6238945,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.27892233479544,13.897384670339424,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-24,2019-04-02,56.27892233479544,13.897384670339424,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6218465,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.09530895435692,13.943788389688413,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.09530895435692,13.943788389688413,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6221025,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.11830609882811,13.943158402040163,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.11830609882811,13.943158402040163,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.16430011521656,13.941895658850513,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.16430011521656,13.941895658850513,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6228705,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.18729698717221,13.941262899595936,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.18729698717221,13.941262899595936,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6231265,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.21029376832776,13.940629212750974,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-26,2019-03-26,56.21029376832776,13.940629212750974,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6233825,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.23329045870248,13.939994596446352,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-03-08,2019-04-02,56.23329045870248,13.939994596446352,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6238945,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.2792835671866,13.93872256795552,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-03-08,2019-03-26,56.2792835671866,13.93872256795552,33VVC,EPSG:32633
EMSR427_7_33VVC_x433015_y6244065,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.32527631277925,13.937446799066873,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-26,2019-01-17,2019-02-24,2019-03-26,56.32527631277925,13.937446799066873,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6215905,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.0726564646325,13.985534557672434,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-20,2019-02-24,2019-04-02,56.0726564646325,13.985534557672434,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6218465,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.09565399722257,13.984929983194071,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-04-02,56.09565399722257,13.984929983194071,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6223585,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.1416487908532,13.983718179392902,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-23,2019-01-30,2019-02-24,2019-04-02,56.1416487908532,13.983718179392902,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.16464605193352,13.983110946511006,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.16464605193352,13.983110946511006,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6228705,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.18764322255043,13.982502823927426,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-04-02,56.18764322255043,13.982502823927426,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6238945,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-03-01,2019-03-18,56.27963100078378,13.980061400668925,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-26,2019-03-26,56.27963100078378,13.980061400668925,33VVC,EPSG:32633
EMSR427_7_33VVC_x435575_y6244065,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.325624347640606,13.978835304012456,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-24,2019-03-26,56.325624347640606,13.978835304012456,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6203105,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,55.95799707390101,14.029540270474287,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-17,2019-03-08,2019-04-02,55.95799707390101,14.029540270474287,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6210785,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.02699161083162,14.027810161324837,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-17,2019-02-26,2019-04-02,56.02699161083162,14.027810161324837,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6213345,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.04998960929127,14.027231773612948,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-24,2019-04-02,56.04998960929127,14.027231773612948,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6218465,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.09598533555758,14.0260724610547,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-04-02,56.09598533555758,14.0260724610547,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6223585,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.14198070109009,14.024909754320973,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-24,2019-04-02,56.14198070109009,14.024909754320973,33VVC,EPSG:32633
EMSR427_7_33VVC_x438135_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.16497824863264,14.02432712387237,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.16497824863264,14.02432712387237,33VVC,EPSG:32633
EMSR427_7_33VVC_x440695_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.165296704693766,14.065544154905249,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-24,2019-03-26,56.165296704693766,14.065544154905249,33VVC,EPSG:32633
EMSR427_7_33VVC_x440695_y6231265,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.21129207965428,14.06442564774232,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-19,2019-04-02,56.21129207965428,14.06442564774232,33VVC,EPSG:32633
EMSR427_7_33VVC_x440695_y6241505,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.303281752732445,14.062178768906762,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-30,2019-02-26,2019-03-26,56.303281752732445,14.062178768906762,33VVC,EPSG:32633
EMSR427_7_33VVC_x440695_y6244065,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.32627894678495,14.061614984400514,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-30,2019-02-26,2019-03-26,56.32627894678495,14.061614984400514,33VVC,EPSG:32633
EMSR427_7_33VVC_x443255_y6205665,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,55.981614232766,14.111007614202927,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-14,2019-03-08,2019-04-02,55.981614232766,14.111007614202927,33VVC,EPSG:32633
EMSR427_7_33VVC_x443255_y6208225,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.00461294467488,14.110479621171931,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-23,2019-01-17,2019-02-28,2019-04-02,56.00461294467488,14.110479621171931,33VVC,EPSG:32633
EMSR427_7_33VVC_x443255_y6210785,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.02761156695038,14.109950857441117,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-17,2019-03-08,2019-04-02,56.02761156695038,14.109950857441117,33VVC,EPSG:32633
EMSR427_7_33VVC_x443255_y6223585,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.14260333458925,14.1072954240864,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-23,2019-01-17,2019-02-26,2019-04-02,56.14260333458925,14.1072954240864,33VVC,EPSG:32633
EMSR427_7_33VVC_x443255_y6226145,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.16560141952232,14.106762003575597,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-17,2019-02-24,2019-03-26,56.16560141952232,14.106762003575597,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6203105,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,55.95890415659937,14.152533291005778,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-14,2019-02-28,2019-03-30,55.95890415659937,14.152533291005778,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6205665,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,55.98190320671622,14.152030388739794,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-14,2019-02-28,2019-03-30,55.98190320671622,14.152030388739794,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6210785,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.02790103889046,14.15102238166834,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-14,2019-02-28,2019-04-04,56.02790103889046,14.15102238166834,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6213345,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.05089982099255,14.150517273920304,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-02,2019-01-14,2019-02-28,2019-03-30,56.05089982099255,14.150517273920304,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6215905,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.07389851380111,14.150011428062353,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2018-12-23,2019-01-14,2019-02-28,2019-03-30,56.07389851380111,14.150011428062353,33VVC,EPSG:32633
EMSR427_7_33VVC_x445815_y6246625,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,2018-12-24,2019-01-17,2019-02-27,2019-03-18,56.349875870812845,14.14388316193969,EPSG:32633,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-28T10:10:21.024000Z,2020-03-25T10:30:21.024000Z,2019-01-05,2019-01-17,2019-02-24,2019-04-02,56.349875870812845,14.14388316193969,33VVC,EPSG:32633
